Convolution_result,Length_between_ankles
34625.38,0.018821006
17043.36,0.02139063
46280.004,0.036501364
42560.426,0.043828777
20386.01,0.058648057
60389.305,0.06809975
30114.643,0.059161385
61330.715,0.062018844
58080.453,0.050787967
23369.06,0.04606811
55131.176,0.037782901
30766.79,0.019343295
89905.47,0.020803187
26595.627,0.041756329
75302.8,0.127067984
29175.348,0.071904632
106426.125,0.070705354
72257.34,0.042859047
26589.76,0.026492699
62732.457,0.068299627
33722.2,0.028530164
110627.016,0.046682477
101773.49,0.020984076
26194.277,0.03670759
97508.27,0.004104588
38529.605,0.007558369
515131.25,0.089427539
304028.62,0.120000024
43137.18,0.111719645
89080.58,0.07821556
47648.035,0.100532066
156324.81,0.112923119
141310.52,0.073862547
26350.64,0.079241488
175492.53,0.073108015
167353.5,0.033239492
203564.1,0.01800365
43461.418,0.083221662
1069736.2,0.031273323
16622.408,0.024375437
2090.3596,0.026522706
4191.107,0.027422475
8159.1807,0.030002458
2386.7192,0.044242283
739433.2,0.110493911
384959.56,0.111106846
396949.3,0.108384531
451866.25,0.080491545
679602.9,0.073250512
535190,0.075334036
586962.9,0.063256396
528017.75,0.082875768
385575.4,0.074166032
378649.6,0.073289378
386325.84,0.171882222
391867.44,0.241627886
581972.1,0.269517161
469445.97,0.25030632
458506.72,0.20556024
489488.75,0.136999357
510293.94,0.085684209
516009.8,0.088327632
591255.4,0.195750629
1888272.5,0.086041848
320411.53,0.038480038
1540870.2,0.095307158
288046.66,0.092794503
242431.25,0.078195032
261795.84,0.085121068
215588.6,0.112692924
272699.72,0.028425146
266300.6,0.035068516
337160.53,0.153715657
457700.5,0.067612941
1189964.8,0.115758027
319731.7,0.011071011
265124.75,0.00782936
259814.95,0.010645024
556565.94,0.063323073
211636.12,0.053852461
243475.97,0.059665904
247768.08,0.019897292
208661.03,0.037189854
127429.945,0.024816007
187683.97,0.017985471
177268.45,0.019891974
93112.14,0.026607216
97092.51,0.12556522
153071.42,0.039116579
189603.89,0.013518728
205921.5,0.019400327
135736.39,0.031476603
521486.56,0.052593295
679049.3,0.144808921
1265154,0.235624504
1333.1124,0.248584121
1649346.4,0.223593941
1490670.2,0.051263407
1755511.2,0.154733862
483603.03,0.079823265
464920.66,0.073560019
11312.597,0.06544338
1965243.2,0.107152738
3379067.5,0.029901438
1344110.9,0.029134787
1311208.6,0.01478953
1898769.6,0.156869207
929159.06,0.081708294
503663.03,0.062868597
378401.3,0.062898953
582221.1,0.065647777
372339.2,0.088420179
433479.06,0.090219811
359588.8,0.100089322
358313.8,0.111294655
405542.5,0.109455912
508772.94,0.126938455
334428.16,0.135866754
330855.78,0.147464377
682287.5,0.141270175
215785.27,0.133704261
572843.25,0.120673341
394714.2,0.139358241
424432.53,0.117465368
321664.28,0.104629108
460975.22,0.127368279
546457.75,0.19714994
349813.94,0.213005333
518812.7,0.233022885
392353.8,0.224107511
473518.4,0.21263619
368910.2,0.19640104
375595.5,0.178907111
434890.6,0.180537095
344603,0.168898488
212504.17,0.129235718
753346.8,0.065338483
366221.44,0.028608006
413088.94,0.034401208
313788.75,0.018260451
511240.56,0.06221061
314397.1,0.042572197
404233.1,0.04827671
446943.7,0.041405542
389610.75,0.03956024
367301.34,0.070129245
211483.12,0.028433455
141567.69,0.064872806
100556.8,0.098730144
278925.94,0.178287428
125776.555,0.14766663
356529.66,0.115622827
248024.78,0.125377401
72598.76,0.07438907
1378497.6,0.208605098
117698.125,0.190972783
60897.914,0.147543123
530346.94,0.128720507
322473.94,0.126871417
39071.836,0.169632366
308050.25,0.110584659
360363.62,0.109211544
71459.29,0.105110353
67528.664,0.1580279
680925.2,0.136274337
82866.445,0.14352935
160875.19,0.124179786
226212.61,0.166964478
709897.75,0.235877271
346214.4,0.162879634
612161.9,0.120745852
379168.9,0.160555864
91140.18,0.133673293
62734.58,0.154248906
525161.94,0.152274794
303329.8,0.149387118
39164.367,0.159133713
292536.94,0.15274122
335059.28,0.101828555
90534.125,0.09363716
52805.703,0.110667829
720282.1,0.124786896
100382.33,0.121433715
163946.66,0.11047515
194114.19,0.098246234
538616.8,0.150546844
223476.9,0.121581009
549388.44,0.11554989
800467.3,0.115592864
701399.44,0.107761958
413012.97,0.082203458
166131.98,0.114130989
240772.44,0.090696112
291649.4,0.070558067
391372.8,0.079662044
771283,0.076573256
536479.94,0.088063037
142329.03,0.077813371
378199.44,0.081388031
144015.42,0.079469144
103970.41,0.105910226
131370.5,0.151089584
235315.64,0.178239373
217663.89,0.175475599
218029.98,0.193354763
307720.94,0.208599632
382835.75,0.225133332
394950.25,0.211036559
171407.48,0.22550916
159843.6,0.218876334
137023.45,0.235283002
157195.89,0.219502145
246954.86,0.189967311
135560.81,0.194094614
298825.28,0.166559794
384340.9,0.172065077
385011.62,0.19061667
306075.3,0.200583275
269394.2,0.186737853
253421.17,0.198600167
345182.2,0.114437786
70985.71,0.130799542
2298581.8,0.106091672
133862.08,0.081922857
123430.83,0.085585198
399117.22,0.083520783
480406.2,0.110387932
440386.5,0.117051389
118159.51,0.091799568
211431.28,0.080450898
236545.19,0.06785485
103160.64,0.106385208
115839.03,0.137503694
168640.67,0.134238919
194205.73,0.102005175
244176.84,0.078099507
386612.47,0.071216868
161792.33,0.07989771
222309.55,0.078065822
72644.78,0.071197481
955227.94,0.081622946
2639040,0.055112032
339459.16,0.06870257
1325941.1,0.097146981
480458.03,0.104590274
469861.6,0.109781587
461501.6,0.12602081
239258.19,0.157112728
106736.38,0.146822891
135570.2,0.118256689
159352.17,0.08369144
221989.56,0.068311672
228452.38,0.070804397
387089.44,0.07014519
153860.39,0.085970567
255148.38,0.070186039
74275.88,0.06391379
958192.75,0.084060257
2685771.2,0.087948338
336521.6,0.117545638
1328409.1,0.086197714
478644.66,0.107676211
478003.25,0.097259675
229112.72,0.089837011
210833.2,0.091340829
768317.75,0.089327198
109553.44,0.091094652
342469.6,0.107841062
665555.75,0.138054913
506294.47,0.134547504
785566.8,0.165478094
419355.22,0.144794607
603419.5,0.128249002
761803.06,0.123791208
448302.72,0.142058093
302703.28,0.132435541
180850.89,0.13175799
269241.44,0.120988135
388289.16,0.130449119
296359.62,0.127239917
263463.38,0.120997893
197412.16,0.126971467
96881.77,0.136763304
74138.84,0.138847183
128064.414,0.151456384
307396.16,0.158717373
152907.11,0.155858636
166056.86,0.150116833
219496.5,0.167237225
241061.38,0.160369007
154966.61,0.102898674
148167.19,0.104554153
68339.86,0.094852626
69466.48,0.078395961
152628.3,0.093666329
167136.5,0.101329246
68934.63,0.103788792
367254.94,0.089730512
361138.2,0.108334319
419845.2,0.119452387
364289.28,0.089565176
330180.5,0.080523382
521222.6,0.074389985
313376.38,0.073595311
464161.22,0.074257802
423163.1,0.074890415
756601.4,0.09197453
331968.03,0.104312581
504914.53,0.111178019
515353.1,0.114153182
604557.7,0.120390348
747086.6,0.115175607
762680.5,0.122816564
431516.44,0.157057435
366658.22,0.13800879
259074.64,0.115846087
392639,0.114706032
396783.25,0.113735655
1126871.8,0.11308036
545105.06,0.11120164
398686.6,0.086407547
1252033.6,0.176752158
353045.75,0.186138748
302373.88,0.190032024
421687.72,0.200968785
565620.9,0.188018868
263381.03,0.186117122
210760,0.204811863
170129.95,0.170645831
140203.16,0.140062283
273663.5,0.119862745
532653.4,0.133267622
779232.25,0.111231609
516429.3,0.099374747
502742.16,0.094592996
467320.78,0.096519781
441644.1,0.112608891
11598.42,0.118378912
423184.16,0.124247019
406810.12,0.125599218
422992,0.122076853
410324.75,0.122178269
11445.198,0.129658068
398755.16,0.134373686
430136.9,0.141620797
420411.84,0.142902596
429878,0.142071698
2811.1445,0.142329944
454544.1,0.139894985
470474.75,0.14043804
452194.44,0.133142056
460833.2,0.122246196
1908.7402,0.117641554
459281.66,0.102218632
455872.38,0.087352474
431188.38,0.082807724
444940,0.085719743
30126.137,0.091872325
418738.7,0.091139107
469977.03,0.113194741
929198.06,0.035079715
2969.281,0.030459765
570169.2,0.019852917
862287.5,0.046740319
574588.1,0.052030975
314129.2,0.204736318
159566.72,0.058420747
29426.803,0.056950853
179615.16,0.120165563
615164.3,0.013130592
7303.8184,0.009352871
61796.742,0.010407556
44650.414,0.015569861
67681.36,0.042412268
754031.44,0.005950443
86887.69,0.026100534
12572.798,0.025887351
91448.84,0.003606606
82664.7,0.021544086
101624.02,0.022633419
96420.336,0.024500386
84287.62,0.033921583
90846.984,0.032664842
103324.73,0.022898223
93119.54,0.015678321
10410.582,0.02228553
95988.445,0.022654307
98897.96,0.014901892
97122.875,0.022278519
93020.29,0.021708632
18935.492,0.019760513
93292.49,0.021690336
103154.41,0.00759248
111318.47,0.025895549
103781.43,0.049103277
9313.021,0.012989305
122358.32,0.042501439
123244.93,0.060684476
106781.586,0.091794172
104940.32,0.088445803
28714.088,0.087062884
99669.96,0.09663027
131680.42,0.103614449
130856.266,0.081028667
131585.88,0.090542327
14070.719,0.089679893
123745.875,0.080392926
133129.53,0.080270965
131793.47,0.07947394
122221.09,0.080656203
25006.95,0.08780899
105231.78,0.084015992
89531.23,0.070072832
107012.92,0.03655437
102574.555,0.050129487
8655.294,0.062733264
122186.97,0.053828763
124978.914,0.057969576
108156.68,0.058457379
85979.375,0.028296864
24780.797,0.036619501
79709.625,0.039015879
111019.83,0.044917843
103370.875,0.043806131
110392.32,0.041535803
13440.787,0.043786397
104424.83,0.038594412
89320.88,0.045922195
93419.15,0.051409873
120816.484,0.052699427
7874.4854,0.047688606
109069.45,0.05738071
128098.12,0.053292998
123892.125,0.06308768
132452.38,0.075074229
20945.168,0.098577911
129669.81,0.111019183
109580.03,0.118956143
127054.586,0.121493766
111861.51,0.120939517
6985.2603,0.118684598
144519.34,0.112944525
154200.94,0.108821866
171327.58,0.097500359
504823.22,0.021087828
295298.84,0.023617721
141613.81,0.038554762
119970.13,0.040962305
19787.512,0.051439807
134717.03,0.052980693
120210.06,0.050469976
106172.93,0.055387392
385171.53,0.065600406
7022.738,0.082856214
5092.6553,0.084606159
1609.441,0.086413849
17959.182,0.088916428
20487.291,0.084218502
9519.604,0.07852903
6923.936,0.076386325
1703.5028,0.07423967
506.36813,0.073152324
532.17535,0.071745902
2.688468,0.070284395
2.688468,0.069231266
8243.604,0.068517946
9707.944,0.068103728
3077.527,0.06807812
122938.055,0.040684439
209889.45,0.043503164
8613.772,0.042644587
226928.92,0.039247827
354072.03,0.034735453
137821.9,0.038191179
334997.88,0.03752468
357641.1,0.077073551
965.50824,0.06133353
202281.3,0.030773332
462736.94,0.051268798
369276.44,0.07920144
435890.9,0.114426167
232951.34,0.077822751
6748.892,0.070887816
387993.12,0.041892434
555457.5,0.026799731
404424.47,0.023520185
215456.67,0.057306886
332897.56,0.034711604
5143.691,0.0349312
151058.05,0.020271358
586419.06,0.038310668
203850.22,0.076811445
303103.78,0.082519982
140362.83,0.026742537
20672.908,0.040099015
295972.22,0.043262615
423088.6,0.068842236
1096006.9,0.044830237
1361626.5,0.038291844
399233.06,0.051072132
3017.813,0.08485055
149646.03,0.140914679
208548.95,0.110014127
198906.16,0.041720824
89529.15,0.035118257
55459.504,0.029285189
2964.873,0.034894487
92163.766,0.06578036
77979.586,0.050785572
320503.75,0.06058854
110948.09,0.047837204
190062.44,0.053141903
6173.5396,0.07148842
97133.086,0.068926296
951157.1,0.058094825
145064.64,0.076131964
129665.4,0.071277797
564231.9,0.446423264
100332.41,0.021416181
105134.07,0.066419746
95991.266,0.202679934
98913.79,0.224283537
98172.14,0.193228931
531549.56,0.037170555
144736.3,0.015983489
719233.8,0.024400664
18317.826,0.069271693
675774.7,0.032127165
199539.03,0.071200401
848681.9,0.098016864
949983.94,0.136537989
995970.44,0.149178624
857554.5,0.0556281
817534.94,0.090752393
708020,0.11128069
932967.06,0.093348021
1084932.5,0.101132722
676524.56,0.078783737
679158.9,0.044337361
665366.75,0.010821028
748828.06,0.015570006
735266.75,0.059945216
340969.5,0.075012997
602089.2,0.042638862
964309.94,0.072670575
985230.25,0.025613135
2155754.5,0.011527362
411179.6,0.043388885
307451.5,0.069668945
464643.25,0.16974719
415364.7,0.199658424
388284.06,0.100971588
394890.06,0.019995395
337203.78,0.025938048
403048.72,0.01084544
468987.75,0.020118901
435007.66,0.007606203
427863.66,0.014771826
391776.5,0.115973813
411594.25,0.188017762
385235.7,0.109891754
384464.94,0.00292517
439934.1,0.006597747
342556.03,0.0086469
1521818.2,0.034479718
529369.56,0.025891787
473909.3,0.007930407
585779.7,0.153278288
806122,0.12792934
975611.44,0.079053259
1676208.4,0.010980588
1860356.6,0.029529407
2376483.5,0.074259648
1953557.4,0.209576307
2254885.5,0.258167298
1970971.8,0.219421506
2186313.5,0.273323154
2485423,0.243636093
976296.8,0.088061364
1945323.1,0.190089683
2068629,0.036538499
1420630.9,0.027897407
1043996.7,0.017486984
1566799.8,0.029145831
676844.44,0.083099921
620288.9,0.230392282
918782.56,0.057499379
978242.44,0.11734961
1383960.6,0.167872293
13188.066,0.02027749
477735.7,0.035872925
538501.25,0.10796751
633394,0.440523891
946418,0.130213975
1510477.8,0.012964814
1894471.9,0.16176648
1750389.5,0.125367895
2310193.5,0.141263222
2060158.8,0.215026331
2204896.2,0.283519006
1933792.4,0.271560129
2279759.5,0.267485458
2433502.8,0.24624888
2644704.2,0.025024336
2215264,0.012562393
2047788.6,0.017854759
1333255.1,0.030893311
1213398.6,0.077568512
929565.6,0.255882453
1208223,0.309590132
805244.44,0.165934515
648790.8,0.301197562
586795.6,0.110472302
564645,0.072714063
1365742.2,0.019008968
1364737.9,0.023937125
1162744.9,0.188395387
1365793.5,0.194404166
1817439.1,0.047686539
1686978,0.287280241
1230819.9,0.202663976
1300132.1,0.278071442
1449472.9,0.227457854
2612241.8,0.06008934
897396.25,0.118420682
837989.06,0.03493531
735671.6,0.132520501
14354.202,0.013041232
120105.9,0.012449946
112468.45,0.10978609
180796.98,0.120700112
372194.22,0.134485032
743418.8,0.102278603
1377315.2,0.14583633
1435221.5,0.135102484
1599918.1,0.076059185
1693279.6,0.110212597
1921988.1,0.040099762
1682709.5,0.040471078
1228558.1,0.026091906
669735.75,0.006237106
411332.84,0.07412338
338556.62,0.174938226
251289.98,0.13619061
213316.47,0.165994915
211028.22,0.107671524
203173.27,0.04899268
194371.2,0.060331415
1225906.1,0.008046301
323423.28,0.038765692
288700.6,0.012934306
390307.72,0.031480268
257091.6,0.073358923
322321.62,0.019298339
313693.8,0.077995208
271631.8,0.010363011
908287.06,0.016940028
622121.5,0.051144596
321842.72,0.103578526
315338.88,0.013017531
466525.34,0.007542053
471877.78,0.033706255
587235.1,0.027212542
718437.6,0.020199697
706936.6,0.021005962
1058809.8,0.084610731
1106282.2,0.01209736
1182136,0.108648312
1388331,0.081124156
2570815,0.046816101
1731206.9,0.00442834
1918843.4,0.01210314
1994181.6,0.021211818
1451305.6,0.036421906
1357926.8,0.114327084
858614.44,0.107492163
724753.56,0.052959782
560352.7,0.055458114
442149.12,0.042657964
281016.34,0.110287964
301447.8,0.081448259
1342089,0.106270849
591076.3,0.031312541
630131.06,0.066720073
544477.94,0.0365009
526376.75,0.173407605
21618.957,0.172199612
864423,0.125730731
27708.334,0.119785531
1484285.8,0.089136372
680364.44,0.034158399
20748.025,0.114046333
19043.643,0.149921559
1098856.2,0.177869217
192990.2,0.06513602
21801.389,0.031871283
1520439.8,0.064003445
591497.75,0.12363466
28374.656,0.131793657
29451.354,0.133636036
1329918,0.183189189
1109012.6,0.159450059
33701.06,0.15595949
1056376,0.116254891
29572.107,0.112439493
830373.7,0.111444052
23749.79,0.110447733
2060577.8,0.123522936
727797.6,0.107277853
37159.664,0.107463328
1264646.1,0.035516328
34254.93,0.025577747
654873.9,0.027855844
29256.959,0.032061088
2573291.5,0.110644711
605386.94,0.124332717
20913.486,0.127297919
63921.195,0.125039815
908522.25,0.099668048
1419161.9,0.097683046
41564.504,0.096913875
519889.1,0.100638281
572332.2,0.090390444
38648.49,0.086623748
33553.65,0.087392347
1556460.9,0.028487642
589586.06,0.046715508
32781.992,0.057977126
1239149.5,0.086022735
44187.14,0.090434931
234201.45,0.094568797
25854.467,0.095330452
2045826.8,0.019459024
16646.396,0.017887935
182238.31,0.056473797
102340.375,0.065360805
41242.836,0.062833734
198008.23,0.064960298
27032.818,0.062242334
160067.17,0.054572007
26218.707,0.054882996
275775.03,0.049823374
570556.1,0.033501429
25831.361,0.035083941
43666.688,0.045230248
137086.73,0.035094945
200353.36,0.041214246
44268.094,0.043889886
849512.9,0.056714302
89650.65,0.054776254
21483.703,0.050253532
25148.672,0.046495612
518750.84,0.018524942
652786.3,0.035205861
2717362.2,0.111774907
594947.4,0.126955438
36701.42,0.123941365
66465.72,0.130102765
855016.06,0.105276122
1392637,0.099435458
13520.098,0.096245828
519844.78,0.099889792
563926.1,0.093536705
23815.596,0.087291432
10815.607,0.088114662
1520838.1,0.022016614
579261.7,0.030279894
12907.261,0.038660736
1257882.2,0.095535123
36199.547,0.100046946
233520.1,0.109947929
43124.312,0.108032747
804336.6,0.059219556
592663.44,0.058591038
24151.586,0.062381878
19125.424,0.06820435
1814751.1,0.065168921
1529365.9,0.015852884
954102.9,0.009726825
150636.7,0.011398134
49594.426,0.013299674
26024.059,0.015184681
191225.88,0.0559665
125691.664,0.06977186
22437.34,0.061666044
197461.27,0.057487601
27917.084,0.062251826
153142.84,0.038680554
30292.281,0.037711158
272773.38,0.032230489
602226.7,0.01813189
30487.916,0.028759052
36327.473,0.033057892
140184.2,0.035969147
205972.73,0.034450692
17774.934,0.039625972
843673.06,0.051586201
92516.42,0.052336643
15065.856,0.048902652
26675.537,0.049215229
542722.75,0.031396242
173402.31,0.012224093
18182.26,0.007229425
888522.3,0.008745773
45793.258,0.007392642
407614.53,0.009075202
29276.91,0.00813637
1196827.8,0.012533575
60188.316,0.010041463
27161.197,0.006153097
25133.871,0.008472927
1077450.6,0.010118461
332805.53,0.014216059
20066.28,0.019779268
249286.97,0.037341233
179298.4,0.019713694
63871.344,0.053265836
22866.951,0.047394983
308343.78,0.034122239
395230.84,0.037617298
13095.56,0.037018708
567049.44,0.045922446
27950.424,0.04613613
204047.56,0.060244944
32397.383,0.062104837
655710.06,0.031390365
420913.7,0.020090009
597246.94,0.062826142
750610.94,0.056101081
48569.004,0.055512667
18326.656,0.055225982
700600.6,0.071873904
155787.58,0.107336178
36633.61,0.107446488
153562.94,0.126706646
26854.8,0.127995282
131853.23,0.112799764
44027.35,0.112269812
328852.16,0.071348104
135166.52,0.069233406
33897.492,0.067668663
40963.094,0.06425538
166253.44,0.089136825
94545.445,0.10347821
17596.78,0.105157193
447980.25,0.098792216
124683.36,0.08214735
6582.6885,0.082088855
8509.363,0.078623251
111226.66,0.058742517
99150.28,0.053829794
38911.473,0.05709028
258314.14,0.088817698
63426.977,0.091531845
101833.266,0.09116161
31969.309,0.092220793
171901.48,0.024647796
138725.94,0.017126058
18930.951,0.0247964
5487.855,0.033946135
370415.06,0.047724913
147208.92,0.065608112
38602.562,0.068033813
213384.83,0.089687646
284625.34,0.085633818
52402.992,0.084613449
28701.22,0.083714903
107044.25,0.061890806
87503.42,0.045969294
25029.326,0.042663982
95768.27,0.022883938
23026.447,0.00802257
50052.617,0.008787879
59156.516,0.021161726
196846.73,0.053248863
100014.18,0.038047917
35244.18,0.042241168
34281.535,0.013372329
133801.31,0.064469797
142563.16,0.063806209
18040.488,0.060185441
491830.88,0.104061752
323553.62,0.112240435
732215,0.039735528
860270.8,0.038227008
453611.5,0.042031783
475677.66,0.030004074
429199,0.005546929
460420.66,0.045813904
488192.78,0.116004326
639869.8,0.132621909
901532.8,0.115498343
395566.03,0.094387161
324939.03,0.087127492
445509.9,0.096809575
292354.7,0.117883692
329334.22,0.180879028
465445.72,0.176252465
403624.28,0.139811298
425176.38,0.103907032
430466.44,0.064916823
490281.88,0.055174045
610337.5,0.051896276
589573.8,0.082509262
501029.88,0.095079543
446236.1,0.109145914
406467.28,0.110858208
419313.1,0.100755544
508866.22,0.081820587
381152.44,0.057744355
323160.5,0.052539299
285679.12,0.068642568
218026.9,0.091067481
159683.53,0.088092619
123168.18,0.093638533
132421.9,0.068824708
162565.81,0.0558077
160033.92,0.048033478
192068.67,0.091993978
203376.23,0.103781265
192033.45,0.104652874
182115.97,0.094220644
261872.45,0.070784471
335559.44,0.050091546
498236.22,0.054317742
494761.9,0.075486418
598356.2,0.094957348
650650.9,0.091944371
248088.31,0.078083616
214127.25,0.051749659
262613.34,0.043419573
197350.73,0.05653399
173370.6,0.087411813
172111.75,0.088059382
156799.61,0.083693633
271858.16,0.080768138
306166.22,0.06436738
263965.72,0.058164516
135229.42,0.077034317
169285.25,0.081665591
187181.77,0.08138954
151986.36,0.06862961
213847.56,0.057782401
247180.08,0.053178038
231240.16,0.027674245
177179.36,0.026456879
178477.81,0.037292373
204582.56,0.028586522
258137.97,0.026609862
228820.06,0.029283235
261439.97,0.031620196
197740.83,0.023278241
100923.94,0.022581474
147979.17,0.020936507
236887.19,0.027329068
181711.12,0.036162156
198103.19,0.028666939
225855.56,0.030515038
283473.9,0.028726097
345862.72,0.03639457
809633.5,0.022812853
405148.56,0.033326641
317762.22,0.043480399
290072.7,0.07396119
225673.97,0.095007029
114283.08,0.098239987
121590.734,0.091794426
126256.84,0.068053924
145290.9,0.052660624
166083.92,0.043065787
187210.6,0.084504121
212360.84,0.110907501
209679.66,0.103698582
180181.33,0.095070079
252238.62,0.077259964
350513.12,0.05514191
487778.9,0.049342999
486049.2,0.072795774
619845.8,0.084921917
645595.75,0.085050444
234523.38,0.069761426
229323.83,0.050863332
235747.4,0.044155796
201309.64,0.056360356
160824.5,0.091341597
171200.78,0.092140379
148068.39,0.086994413
246716.45,0.077829656
292410.16,0.062270977
282539.03,0.059231457
135718,0.07679655
173473.94,0.084745174
189358.17,0.083595381
152773.64,0.071193524
207026.23,0.057120617
217905.14,0.048125774
233006.83,0.030446666
158674.3,0.025349901
148127.81,0.037199209
199228.16,0.033169968
244679.77,0.031458343
201690.67,0.032966757
245136.14,0.032321093
169491.56,0.022492579
82017.67,0.021148737
169782,0.019969522
229839.67,0.02712166
167700.31,0.031834543
215834.95,0.034613171
145345.38,0.032954209
261089.75,0.028712697
338071.88,0.035992923
826602.06,0.020232156
828051.94,0.017688838
956515.25,0.020451435
560086.94,0.018420705
1087561.6,0.016084383
1656650.8,0.01621849
1166516.6,0.006537834
323082.03,0.025491408
745584,0.023669085
1289507,0.01177147
1038468,0.017156006
611538.7,0.013375854
584358.2,0.008719095
460782.88,0.006609329
337447.38,0.013427923
340042.53,0.017260846
132862.27,0.018511737
696272.9,0.033178723
776629.56,0.04081706
696505.1,0.043893514
1005124.2,0.031444804
916158.8,0.023408258
732869,0.020246952
491943.34,0.022027015
431611.2,0.020463574
517166.66,0.017975845
997095.25,0.050908406
881366.5,0.03816379
715307.8,0.030056129
1170137.9,0.040838763
4427506,0.037263521
6340332.5,0.112393151
5777422,0.102190798
4749426.5,0.052940994
7873547,0.042524078
1143440.4,0.11280022
223231.61,0.099620689
587725,0.110318878
776100.06,0.118347777
578595.8,0.12862377
565630.9,0.073185469
568800,0.060086039
665928.75,0.070822797
975228.1,0.112402488
787002.2,0.107112814
3881169.8,0.103605745
1253243.9,0.094635061
719705.9,0.070587028
613024.94,0.063874744
648347.4,0.058246302
618009.9,0.110656121
234902.16,0.110797628
228199.81,0.115544524
355534.53,0.101961468
304609.5,0.093324909
373213.94,0.063083073
406427.94,0.074067184
388089.56,0.087440692
633723.94,0.126113386
414139.3,0.125287328
295339.78,0.104955494
399088.75,0.072256921
440759.88,0.063167894
280880.38,0.059459925
249787.14,0.065839484
289304.66,0.089370862
565030,0.096055419
937536,0.091058172
255991.27,0.07973597
215413.33,0.064194114
405368.62,0.058646638
185399.66,0.063988452
195976.95,0.069502542
349799.2,0.087066239
641702.56,0.087390659
712269.44,0.071512354
787910.1,0.053695372
1059312.6,0.038844421
968038.4,0.067174098
905816.75,0.071065729
1176334.6,0.073382522
1035418.1,0.099985903
552114.9,0.085240243
785195,0.071077944
634567.4,0.055431694
460127.28,0.065180969
734049.56,0.098422337
1017214.94,0.118467333
411336.28,0.110930316
301579.53,0.08972126
242612.88,0.072174046
258498.44,0.055863565
329345.9,0.04960232
631315.2,0.057616972
159775.08,0.068094088
307208.16,0.083334414
444096.2,0.094377986
177901.84,0.075421495
336889.84,0.060306468
512527.03,0.058543014
486696,0.052637983
1414263.5,0.044232091
887190.5,0.037738441
915834.2,0.036527714
835628,0.052604092
747033.06,0.077056257
754387.7,0.090577084
1022026.44,0.08650256
1151194.6,0.073066343
1104441.9,0.049145237
925721.1,0.03191391
1034076.44,0.019453791
984808.94,0.031114594
868075,0.040893031
976693.8,0.052012985
985709.8,0.054712296
907947.9,0.051736235
682254.8,0.046176241
383408.16,0.047059594
163202.31,0.053666684
87304.18,0.072072009
118854.75,0.074277687
237692.9,0.070542622
265891.53,0.063394672
494091.72,0.044574363
494473.56,0.035888273
569204.5,0.039178381
726538,0.06406
507547.44,0.072475523
374922.72,0.074080889
508415.62,0.073819694
702722.9,0.057066144
861531,0.057800049
817917.94,0.060335403
803552.7,0.070487677
762012.9,0.074965056
779169.5,0.071909141
727471.75,0.062512366
548306.56,0.049300504
538831.75,0.03700962
511070.8,0.051127441
302269.75,0.074027637
255750.47,0.073203833
