File_name,Right_foot,Left_foot,Length_between_ankles,speed_per_frame,steps_per_frame
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6621622443199158, 0.7833560109138489]","[0.6437135934829712, 0.8228422403335571]",0.043583426,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6330864429473877, 0.7647827863693237]","[0.6525851488113403, 0.8332061767578125]",0.071147452,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6644151210784912, 0.8412097692489624]","[0.6229672431945801, 0.774742066860199]",0.078331871,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6082689762115479, 0.748350203037262]","[0.6766760945320129, 0.8476675748825073]",0.120596327,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.5932228565216064, 0.733756422996521]","[0.6940392255783081, 0.8362482190132141]",0.143765464,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.5913519859313965, 0.7327950596809387]","[0.6941601037979126, 0.831613302230835]",0.142599278,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.5920660495758057, 0.7395414710044861]","[0.6974554061889648, 0.8361459374427795]",0.142966218,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.5990249514579773, 0.7546557188034058]","[0.7016817331314087, 0.8259698152542114]",0.124996461,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6028091907501221, 0.7669899463653564]","[0.7046492099761963, 0.8181610703468323]",0.113973126,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.622097909450531, 0.7781608700752258]","[0.7041109204292297, 0.7924693822860718]",0.083251832,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6263707876205444, 0.782174289226532]","[0.7033945918083191, 0.7879250645637512]",0.077238189,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6345333456993103, 0.7939882874488831]","[0.6954585313796997, 0.7807605266571045]",0.062344622,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6504169702529907, 0.7954044938087463]","[0.6865655183792114, 0.7800894975662231]",0.039258969,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6580229997634888, 0.7934890985488892]","[0.6672952771186829, 0.7817810773849487]",0.014934955,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6610255241394043, 0.8008988499641418]","[0.6643469333648682, 0.7954413890838623]",0.006388712,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6604487895965576, 0.8047985434532166]","[0.6651960015296936, 0.808063805103302]",0.005761767,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6781156659126282, 0.8314518332481384]","[0.6465151309967041, 0.7442665696144104]",0.092735452,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6890504956245422, 0.8345708250999451]","[0.6585376262664795, 0.7712401747703552]",0.070297983,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6251738667488098, 0.7696313261985779]","[0.7009233832359314, 0.851631760597229]",0.111633599,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6224477291107178, 0.774640679359436]","[0.7073220014572144, 0.8411106467247009]",0.10780491,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6486977338790894, 0.7903167605400085]","[0.7014356255531311, 0.8309786915779114]",0.066593377,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6351346373558044, 0.7967312335968018]","[0.7101473212242126, 0.8296999335289001]",0.081938013,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6375702023506165, 0.8134569525718689]","[0.7143273949623108, 0.8280607461929321]",0.078134099,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6968454122543335, 0.7964913249015808]","[0.6725311279296875, 0.8272572159767151]",0.03921383,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.690259575843811, 0.7859813570976257]","[0.6654345393180847, 0.8492975831031799]",0.068009021,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.686034619808197, 0.7843397259712219]","[0.6647200584411621, 0.85383141040802]",0.072687033,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6770919561386108, 0.7833653092384338]","[0.6694915890693665, 0.8462356925010681]",0.063328119,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6560263633728027, 0.7605347037315369]","[0.6838082671165466, 0.8746970891952515]",0.117494189,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6436777710914612, 0.7668342590332031]","[0.6985752582550049, 0.9026167988777161]",0.146460344,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6291205883026123, 0.7696607708930969]","[0.712027907371521, 0.9264232516288757]",0.177336118,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6286535263061523, 0.770914614200592]","[0.7122858166694641, 0.9240434169769287]",0.174478624,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6173269152641296, 0.7717916965484619]","[0.7237057089805603, 0.939917266368866]",0.198953902,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6141923666000366, 0.7833085656166077]","[0.7318094372749329, 0.9364531636238098]",0.193098532,0.012211669,0.040705563
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[0.6229135394096375, 0.8159846663475037]","[0.7306879162788391, 0.9208027124404907]",0.150340078,0.012211669,0.040705563
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7670825719833374, 0.7013465762138367]","[0.8028813600540161, 0.6607856750488281]",0.054099352,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7926685214042664, 0.6775117516517639]","[0.8048397302627563, 0.6587084531784058]",0.022398713,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7725070714950562, 0.6762334704399109]","[0.7817052602767944, 0.6653717756271362]",0.014233169,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7412663698196411, 0.66170334815979]","[0.7791587114334106, 0.6511038541793823]",0.039346904,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7097401022911072, 0.6636779308319092]","[0.8061815500259399, 0.673064112663269]",0.096897127,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6946461796760559, 0.6541503667831421]","[0.8082463145256042, 0.6711196303367615]",0.114860553,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.7900645732879639, 0.6814476251602173]","[0.789864182472229, 0.6758081316947937]",0.005643053,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.8027313351631165, 0.6922836303710938]","[0.7908848524093628, 0.681268036365509]",0.016176602,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.640515923500061, 0.42735642194747925]","[0.613677978515625, 0.4162050187587738]",0.029062503,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6414809226989746, 0.4355236887931824]","[0.6134611368179321, 0.43314096331596375]",0.028120914,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6615166068077087, 0.4927977919578552]","[0.6435573697090149, 0.5198814868927002]",0.032497088,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6501206159591675, 0.49882662296295166]","[0.640058159828186, 0.500788152217865]",0.010251859,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6521824598312378, 0.5096229910850525]","[0.6415032148361206, 0.5022363662719727]",0.012984934,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.64307701587677, 0.5108665823936462]","[0.6316790580749512, 0.5103495121002197]",0.01140968,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6366011500358582, 0.5503808856010437]","[0.6939178705215454, 0.5962205529212952]",0.073392653,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6724724769592285, 0.5719709992408752]","[0.6942452192306519, 0.5935580134391785]",0.030660259,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.688606858253479, 0.5851173400878906]","[0.6958989500999451, 0.5931549668312073]",0.010852559,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.690232515335083, 0.586186408996582]","[0.6971451044082642, 0.5972536206245422]",0.013048642,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6892944574356079, 0.6067613363265991]","[0.7007318139076233, 0.6028187274932861]",0.012097822,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6976696252822876, 0.5991483330726624]","[0.7012423276901245, 0.612655520439148]",0.013971697,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6932922601699829, 0.6010817885398865]","[0.7011937499046326, 0.6191941499710083]",0.01976085,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6861258149147034, 0.6015393137931824]","[0.7061484456062317, 0.6231994032859802]",0.029496868,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6808875203132629, 0.6077080965042114]","[0.7070504426956177, 0.6276772022247314]",0.032912971,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6681501269340515, 0.6176291704177856]","[0.7061688899993896, 0.6227676272392273]",0.038364438,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.66208815574646, 0.6249765753746033]","[0.7058709859848022, 0.6222510933876038]",0.043867579,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6535975933074951, 0.6534693837165833]","[0.6963434219360352, 0.627927839756012]",0.049795344,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6485002636909485, 0.6510239243507385]","[0.6825301647186279, 0.6350374817848206]",0.037597879,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6502527594566345, 0.6515709757804871]","[0.6812664270401001, 0.6414705514907837]",0.032616961,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6491616368293762, 0.6524798274040222]","[0.6740058064460754, 0.6553394794464111]",0.025008206,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6512094140052795, 0.6564688086509705]","[0.6715490221977234, 0.664113461971283]",0.021728792,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6491672396659851, 0.6681011915206909]","[0.666864275932312, 0.6615123748779297]",0.018883792,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6376038789749146, 0.6561281085014343]","[0.6650558710098267, 0.6601448059082031]",0.027744292,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6358686089515686, 0.654991865158081]","[0.6645621061325073, 0.6680823564529419]",0.031538512,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6247636079788208, 0.659518301486969]","[0.6649428009986877, 0.6668854355812073]",0.040849017,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6214672327041626, 0.6601086258888245]","[0.6617612242698669, 0.6694391369819641]",0.041360176,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.6103779673576355, 0.6652745604515076]","[0.6595230102539062, 0.6661726236343384]",0.049153248,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5939720869064331, 0.6983550786972046]","[0.6621385812759399, 0.6814897656440735]",0.070221861,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5876179933547974, 0.7020350098609924]","[0.6553811430931091, 0.673842191696167]",0.073394002,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.596172571182251, 0.7221355438232422]","[0.6594866514205933, 0.6248263120651245]",0.116093752,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5971463918685913, 0.7139104008674622]","[0.6581594347953796, 0.6197176575660706]",0.112226843,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5927990078926086, 0.7202162146568298]","[0.6206327676773071, 0.6725030541419983]",0.055238246,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5922315716743469, 0.7100056409835815]","[0.6087280511856079, 0.6933101415634155]",0.023470695,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5940585136413574, 0.7037515044212341]","[0.6074605584144592, 0.7029809355735779]",0.013424179,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5924333333969116, 0.7091243863105774]","[0.6111797094345093, 0.7107987999916077]",0.018821006,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5942846536636353, 0.7181105017662048]","[0.6141489744186401, 0.7101752758026123]",0.02139063,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5841336846351624, 0.7074970602989197]","[0.6199789643287659, 0.7143865823745728]",0.036501364,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5768245458602905, 0.6965052485466003]","[0.616240382194519, 0.715671718120575]",0.043828777,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.567847728729248, 0.6922079920768738]","[0.6153479218482971, 0.7266075015068054]",0.058648057,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5529118180274963, 0.6963467001914978]","[0.6186997890472412, 0.7139398455619812]",0.06809975,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5522945523262024, 0.716028094291687]","[0.6096585392951965, 0.7305002212524414]",0.059161385,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5430006980895996, 0.7343003749847412]","[0.6047534346580505, 0.7285613417625427]",0.062018844,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5385792851448059, 0.7371850609779358]","[0.5869709253311157, 0.7217686176300049]",0.050787967,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5389983057975769, 0.7361066341400146]","[0.5817725658416748, 0.7190001010894775]",0.04606811,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5379010438919067, 0.6917018294334412]","[0.5597942471504211, 0.7224952578544617]",0.037782901,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5368172526359558, 0.7152567505836487]","[0.5556455254554749, 0.7196906208992004]",0.019343295,0.006269592,0.020898642
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.5262811183929443, 0.743236243724823]","[0.5470727682113647, 0.7439289689064026]",0.020803187,0.006269592,0.020898642
