File_name,Magnitude,Angle,Shape
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.73987323 2.1019526  3.0012589  ... 3.0477123  2.8482533  2.4435003 ],"[5.9930124e+00 5.9955621e+00 5.9969053e+00 ... 6.9138380e-03 4.8597390e-03
 5.5425446e-03]","(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[2.4171906  2.9099948  3.2974415  ... 0.20824245 0.140135   0.06662648],[5.9774404  5.979157   5.979185   ... 0.20298617 0.22909774 0.254434  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.3554236  1.8943946  2.3478553  ... 0.11095584 0.06121958 0.03139461],[6.028859  6.0284443 6.0313525 ... 6.177731  6.1310716 6.082213 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[9.9589042e-03 7.7630794e-03 7.0384429e-03 ... 1.3774293e-04 9.6881195e-05
 5.9400030e-05]",[2.8255732 2.6518915 2.5957246 ... 4.0735316 3.9813511 3.8225927],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.0633625  1.3740426  1.4577497  ... 0.10620514 0.07652367 0.05098986],[5.3005314 5.327585  5.3154197 ... 6.0181217 5.9752097 5.9384394],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[3.5571876  4.129304   4.5848317  ... 0.33703917 0.22781318 0.13019119],[6.035314  6.0300636 6.0273614 ... 6.249476  6.210513  6.1931415],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.0417464  1.1839496  1.2356441  ... 0.43221575 0.2820141  0.15740158],[5.766192  5.7724476 5.8285813 ... 6.251669  6.24205   6.227941 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.3205733  1.6066533  1.9221956  ... 0.44323274 0.20635328 0.0920428 ],[3.219868   3.2027333  3.1958334  ... 0.15790363 0.13508329 0.08242602],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.02329416 0.01869249 0.01393118 ... 0.02553258 0.04979191 0.0416189 ],[4.324814   4.3463945  4.2842817  ... 5.868701   0.0554997  0.20578778],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.24139377 0.40159377 0.48358884 ... 1.7903061  1.239732   0.54391354],[3.48908   3.5146248 3.5426397 ... 6.2711897 6.2489576 6.216126 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.18247114 0.23569514 0.25275138 ... 3.597308   3.0652127  1.9889405 ],[6.126276   6.1240144  6.110151   ... 0.23032303 0.22684965 0.22159992],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.5420765  1.8089318  1.995309   ... 0.22064903 0.18013678 0.1494972 ],[0.1982718  0.15827373 0.1263376  ... 0.20777465 0.23546308 0.23520751],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[6.7080984  6.741892   6.747348   ... 0.04089071 0.03300371 0.0261363 ],[6.107245   6.1147532  6.1229362  ... 0.03824502 6.279121   6.252266  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.00067254 0.00626642 0.01202993 ... 0.00068965 0.00074518 0.0007339 ],[4.9998436 6.169659  0.1197819 ... 5.2866144 5.2723455 5.3724556],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.3888633  1.6125051  1.6889484  ... 0.00518817 0.00406044 0.00310043],[3.2865362  3.2993262  3.2641115  ... 0.29550308 0.23762108 0.14785387],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[6.9781961e+00 7.0094290e+00 7.0090175e+00 ... 3.5693240e-03 2.3232677e-03
 1.2641917e-03]",[6.1340046  6.146499   6.156985   ... 0.30559823 0.28826287 0.25146452],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[6.5046673e+00 6.5981545e+00 6.7157803e+00 ... 1.9799689e-02 8.3742309e-03
 2.8376407e-03]",[6.1983643 6.2034173 6.2067075 ... 0.6397351 0.9046245 1.9422003],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[5.915461   5.954578   6.023779   ... 0.02757207 0.02456331 0.0196153 ],[6.229534   6.2278     6.225281   ... 0.78401196 0.82112026 0.7108675 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.33569714 0.16212517 0.10547716 ... 0.00090415 0.00105963 0.00106778],[0.7932228 1.2648188 1.6243384 ... 3.743253  3.7578716 3.81088  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[7.4357896e+00 7.4612484e+00 7.5074768e+00 ... 1.2982382e-02 7.6416507e-03
 3.9589428e-03]",[6.22013    6.2040796  6.205236   ... 0.68085563 0.75018513 0.8548113 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[4.1753359e+00 4.6469851e+00 5.4563999e+00 ... 3.9358474e-03 1.9594776e-03
 9.0449251e-04]","[6.2765903e+00 6.2781043e+00 7.4596726e-04 ... 3.1340852e+00 2.8567259e+00
 2.4600501e+00]","(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[6.9711142e+00 7.1816235e+00 7.3461394e+00 ... 4.9652900e-03 4.5324415e-03
 4.1357428e-03]",[0.02099309 0.02634474 0.03105159 ... 0.3961382  0.296387   0.22145851],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[6.2645173e+00 6.6857648e+00 6.8962383e+00 ... 8.2334067e-04 6.5389904e-04
 5.5848359e-04]",[0.06731559 0.07231988 0.08576194 ... 0.31599858 0.5895463  0.87957925],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.00251047 0.00290404 0.00322895 ... 0.00235255 0.00140107 0.00077354],[1.0288376 1.3987287 1.8193383 ... 5.5543976 5.6481276 5.648196 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[2.6369107e+00 4.0258546e+00 4.8623409e+00 ... 4.5914500e-04 3.1942123e-04
 2.2147583e-04]",[0.10757954 0.10795424 0.1103407  ... 3.0811126  3.862056   4.070596  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.33393288 0.59398377 0.9285753  ... 0.00858143 0.00590535 0.00321185],[0.08126475 0.12217028 0.15642534 ... 0.55334246 0.5456464  0.52085906],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.04471867 0.1002664  0.20222685 ... 3.7340844  2.2635326  0.8422629 ],[0.01180094 0.08129907 0.12083101 ... 0.5330602  0.51610506 0.4997639 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,"[9.5920573e-04 1.6123262e-03 2.1380018e-03 ... 3.0264184e+00 2.7208908e+00
 2.1707036e+00]",[0.29833916 0.32169375 0.35258275 ... 0.8105463  0.82898057 0.8859414 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.0001288  0.00019051 0.00022027 ... 0.03291412 0.02236728 0.01604464],[1.5158916 1.4977957 1.4953532 ... 3.1941624 3.1980844 3.1971185],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.02679603 0.03282858 0.03769844 ... 0.08114265 0.04366199 0.01707423],[0.2606889  0.2667358  0.25101656 ... 0.60593    0.6491068  0.7598578 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.00745367 0.02041656 0.04330286 ... 0.05122636 0.03662    0.0240337 ],[0.38272077 0.280153   0.21487936 ... 0.80063486 0.80108106 0.6470717 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.03336054 0.04036911 0.04714696 ... 0.00846137 0.00580886 0.00363465],[1.0903614 1.0627357 1.056173  ... 1.1158783 1.1938654 1.239816 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.9855059  1.0939515  1.1599436  ... 0.03001206 0.0221189  0.01538613],[1.181927   1.2104232  1.2083683  ... 0.457052   0.4442359  0.40173218],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.2800282  0.22356424 0.17619051 ... 0.00077502 0.00071963 0.00059885],[5.0447154 4.956422  4.858213  ... 3.358011  3.3281484 3.3431883],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[6.777079   6.786456   6.8283453  ... 0.04967084 0.02757029 0.01628585],[0.2844893  0.2891542  0.289874   ... 0.66815686 0.75940335 0.84377503],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[7.2004304  7.227659   7.2396803  ... 0.7829343  0.35007328 0.09384454],[0.4448005  0.44474807 0.4444279  ... 0.56876165 0.59331626 0.66875744],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.14434227 1.6591023  6.131933   ... 0.12512812 0.10151952 0.07875445],[0.45955226 0.37946013 0.39503846 ... 0.37388462 0.34892976 0.330759  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[6.2321362  6.290387   6.2978578  ... 0.46113375 0.27384695 0.11252902],[0.35954595 0.36037254 0.36065817 ... 0.68392795 0.73761606 0.888691  ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.03485752 0.09161721 0.13295966 ... 0.0086921  0.00788096 0.00532095],[3.4202108 2.684721  2.295591  ... 3.5371525 3.4856966 3.4582605],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[1.3442593 3.9731052 5.839587  ... 2.5957372 1.7810589 1.0360808],[0.4370054  0.3769747  0.40260893 ... 0.75139004 0.79909104 0.8433734 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.2916608  0.6167313  0.85642505 ... 3.1760728  2.5079167  1.4221411 ],[0.3840477  0.3582628  0.37198997 ... 0.85673106 0.88164395 0.9662054 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[3.09819    3.921099   4.2794104  ... 0.41746634 0.2470607  0.10352419],[0.45704105 0.46054858 0.45520017 ... 0.42772758 0.40456522 0.39013726],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[6.0807285  6.5948653  6.80875    ... 0.21852514 0.13732459 0.08403395],[0.5034992  0.5139511  0.50852114 ... 0.7227219  0.7548341  0.7746514 ],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.0002419  0.00074567 0.00507846 ... 0.0107803  0.01046512 0.00774945],[3.2224805 4.8576236 5.301687  ... 6.14949   6.217816  6.2527075],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.01182531 0.03383477 0.09476963 ... 3.390427   2.28656    1.3269715 ],[0.36656198 0.36942708 0.40889314 ... 0.57433134 0.6077475  0.66406953],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[0.14881544 0.24008559 0.30829576 ... 4.5024056  3.9704866  3.1934624 ],[1.7450505  1.618712   1.5416722  ... 0.655451   0.6626739  0.67104834],"(104000,)"
AgentCodyBanks_climb_stairs_f_cm_np1_fr_med_9.avi,[ 3.1849644  4.5814     5.368153  ... 10.00644   10.690734  11.537522 ],[0.34270918 0.3491718  0.35722426 ... 0.33084878 0.3030267  0.27301806],"(104000,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.5280542e-10 1.0498018e-10
 1.1912066e-10]",[0.        0.        0.        ... 6.2424164 6.215045  6.2345896],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.60427474e-07
 2.05679616e-08 1.02180764e-10]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.2825379e+00 7.0903712e-04
 6.1862958e-03]","(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.6848783e-07 4.1040131e-08
 1.0298569e-09]",[0.        0.        0.        ... 3.145152  3.1392193 3.136621 ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.3553017e-05 1.6152229e-06
 3.1034212e-08]",[0.         0.         0.         ... 0.8095414  0.84595627 0.5014785 ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4521348e-06 4.2621656e-07
 3.1881484e-08]",[0.         0.         0.         ... 1.1465582  0.7447812  0.16364016],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.1892534e-06 2.8596295e-07
 2.5136021e-08]",[0.         0.         0.         ... 1.8873212  1.020208   0.18911645],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4524818e-06 4.2687722e-07
 3.2306350e-08]",[0.         0.         0.         ... 1.1463327  0.74330825 0.16131908],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.9070697e-04 1.2003748e-04
 8.0652666e-05]",[0.        0.        0.        ... 3.6429203 3.40287   3.3834097],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.7203347e-05 1.7818687e-05
 1.7658978e-05]",[0.        0.        0.        ... 2.1929739 2.32807   2.3459778],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,[0.         0.         0.         ... 0.00030766 0.00019635 0.0001317 ],[0.        0.        0.        ... 0.9965628 0.7298121 0.5929659],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.0936469e-05 4.5331464e-05
 4.5254907e-05]",[0.        0.        0.        ... 2.6484258 2.771333  2.77514  ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.45431495e-05
 8.68969892e-06 2.26724005e-05]",[0.        0.        0.        ... 1.3667746 1.8900765 2.720888 ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1024900e-06 2.7803841e-07
 2.4521661e-08]",[0.         0.         0.         ... 0.82037365 0.36819822 0.04714737],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1097744e-06 2.8681146e-07
 2.8787795e-08]",[0.         0.         0.         ... 0.817039   0.35854897 0.10987806],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1041174e-06 2.7971151e-07
 2.5716931e-08]",[0.         0.         0.         ... 0.8187902  0.35824537 0.05172912],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1023445e-06 2.7885471e-07
 2.4181110e-08]",[0.         0.         0.         ... 0.82033646 0.36563122 0.08794356],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1029441e-06 2.7853596e-07
 2.5588905e-08]",[0.         0.         0.         ... 0.8191107  0.358861   0.02075512],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1050337e-06 2.7989168e-07
 2.5483004e-08]",[0.         0.         0.         ... 0.8193438  0.36344787 0.06731419],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1023029e-06 2.7839158e-07
 2.5394865e-08]",[0.         0.         0.         ... 0.81928736 0.35798395 6.267454  ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1048777e-06 2.8031403e-07
 2.5673323e-08]",[0.         0.         0.         ... 0.81848407 0.36204067 0.09335931],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.06894777e-06
 4.07364809e-08 1.08038245e-08]",[0.         0.         0.         ... 3.017311   1.1990732  0.12178728],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1030382e-06 2.7930483e-07
 2.6320635e-08]",[0.         0.         0.         ... 0.81948394 0.36348736 0.10649488],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.1016458e-06 2.7843606e-07
 2.6698409e-08]",[0.         0.         0.         ... 0.8184469  0.35127908 6.239341  ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6298851e-05 5.3135597e-07
 1.3166250e-09]",[0.         0.         0.         ... 3.1395366  3.1201625  0.96949774],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.7296209e-10 2.7328023e-10
 2.2987304e-10]",[0.        0.        0.        ... 3.3823123 3.0693486 2.7173545],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.7649140e-09 4.9959823e-09
 1.7031733e-09]",[0.        0.        0.        ... 3.151745  3.2101789 3.291934 ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.4660609e-10 1.3751601e-09
 2.0762834e-09]",[0.         0.         0.         ... 2.9510698  6.2805004  0.03022665],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.01083515e-08
 2.40474796e-09 7.04727920e-09]",[0.         0.         0.         ... 3.8021276  2.8429859  0.13187765],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.1329486e-09 2.0310009e-09
 1.3792067e-09]",[0.         0.         0.         ... 0.34074143 0.6739406  0.999509  ],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.6714018e-09 1.7060010e-09
 1.4909283e-09]",[0.        0.        0.        ... 5.9154997 4.0303354 4.5370817],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.3381574e-09 3.7435424e-09
 2.8130467e-09]",[0.         0.         0.         ... 0.00706176 0.01948163 0.16000743],"(187500,)"
Baddest_Fight_Scenes_EVER!_-_Kill_Bill__Vol___1_-_vs__Crazy_88_s_climb_stairs_f_nm_np1_fr_med_3.avi,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.9365969e-10 2.7643424e-10
 7.7963030e-10]",[0.        0.        0.        ... 1.106912  1.0750124 1.3712451],"(187500,)"
